dataset,method,IBS_HM,mse,Max_brier,mae,mdape,fit_time,inference_time,r2,Max_brier_HM,IBS,mape,rmse,mean_roc,c_index,c_index_mean,mdape_t05,mdape_tE,mdape_tPDF
PBC,sktimeInceptionTime,0.2405027312697079,1565.5416748628502,0.4013769101748264,31.15178462832856,0.4665630171662944,32.17523527145386,8.845287561416626,-0.0353019127939846,0.408695652173913,0.2303408469166636,0.6153526343770087,39.56692652788248,0.7303450143941853,0.7368179207352097,,,,
PBC,ElasticNet,0.1870531154239024,830.6216904870848,0.2900993047722749,24.30502660110991,0.3225670278011642,0.0043983459472656,0.0370895862579345,0.4507049931808504,0.3217391304347826,0.1775821330459884,1.2868245697551093,28.82050815803019,0.7495187297819288,0.6959218839747272,,,,
PBC,RandomForest,0.1938279966247728,904.7661148329385,0.3199393777546689,25.079147902573663,0.3143616221153364,0.164966344833374,0.6990749835968018,0.4016728494948667,0.3565217391304348,0.1849775326886113,1.291591844530787,30.07933035878522,0.7242879134063807,0.6805284319356691,,,,
PBC,CatBoost_W_,0.2093240662610479,1002.6150415096716,0.3896336971208742,27.200246047594145,0.3499488510715602,2.8176448345184326,0.180492877960205,0.3369647790679743,0.4260869565217391,0.2003134555358632,1.2220659455462892,31.664097042386533,0.6858862256179559,0.6526134405514072,,,,
PBC,XGBoost,0.2010192299151756,976.4773001528343,0.3487171278839214,26.012436264206222,0.3428191396621615,0.095240831375122,0.0703685283660888,0.354249821080809,0.391304347826087,0.1916326418865084,1.478126739952408,31.24863677271113,0.6974293434202462,0.6382538770821367,,,,
PBC,GradientBoosting,,845.4727734642199,0.2364247795902891,23.531971830315307,0.2974638521491128,0.1647968292236328,0.0611414909362793,0.4408838847043629,,0.1774318664420118,1.5496383732108487,29.07701452116809,0.836472076589751,0.7606407322654463,0.7606407322654463,0.641521788085853,0.6308573238948418,0.8548955270399992
PBC,RSF,,1237.7802523953994,0.2587682534371439,27.441158404479776,0.3551120610858222,0.1755752563476562,0.4103429317474365,0.1814486426649469,,0.1924349000634497,1.406674670790116,35.182101307275545,0.8401829416402501,0.7662852784134249,0.7662852784134249,0.9304165018837216,0.8037162683341494,0.7480258411861322
PBC,RDSM,,1270.0700569353187,0.2568101175935435,28.81764462199968,0.3216102712963154,3.2771031856536865,7.760518312454224,0.1600952051035669,,0.1952546838495896,1.6198593236156549,35.63804227136107,0.7460975381355565,0.6826849733028223,0.6826849733028223,0.8029890801243365,0.6768386464367139,0.9768089561964044
PBC,DeepHit,,914.674472308419,0.1979803730182568,24.439915624270924,0.3204413568969576,5.144444465637207,0.0600631237030029,0.395120394448973,,0.1430817043162252,1.248061476779005,30.24358563908088,0.8234558907338365,0.7566742944317315,0.7566742944317315,0.4071308165364346,0.3792389926366718,0.4721748118519341
PBC,CoxPH,,923.2762803509214,0.2532458964313246,23.757957840705124,0.3074354350410846,0.1806080341339111,0.057600975036621,0.3894319682238012,,0.1801233216888667,1.0703578013719908,30.385461660980592,0.8609409672149225,0.7789473684210526,0.7789473684210526,0.689633153475303,0.6561531209486358,0.747450105110162
